"ArtCal"	"MalLau"	"SalMel"	"LeyCon"	"MalFas"	"EriFas"	"OpuLit"	"RhusInt"	"SamCer"	"DeiFas"	"ShoGra"	"BraNig"	"Steph"	"Stalk1"	"CroSet"
"A1"	0.142979121014391	0.507429944395998	0.333617949033579	0	0	0	0	0	0	0.00479189566680983	0.00479189566680983	0.00159729855560328	0.00159729855560328	0.00303486725564623	0.000159729855560328
"A2"	0.0842107102167238	0.506926995379282	0.513422877790913	0	0	0	0	0	0	0	0	0	0	0	0
"A3"	0.770366497167822	0	0.0236101256681134	0	0	0	0	0	0	0.0618070131492193	0.0618070131492193	0.0206023377164064	0.0206023377164064	0.0391444416611722	0.00206023377164064
"A4"	0.586730198547347	0	0	0	0	0	0	0	0	0.123980940435796	0.123980940435796	0.0413269801452653	0.0413269801452653	0.0785212622760042	0.00413269801452654
"A5"	0.203071031982336	0	0	0	0	0	0	0	0	0.239078690405299	0.239078690405299	0.0796928968017664	0.0796928968017664	0.151416503923356	0.00796928968017664
"A6"	0	0	0	0	0	0	0	0.210612633998479	0	0.236816209800456	0.236816209800456	0.0789387366001521	0.0789387366001521	0.149983599540289	0.00789387366001521
"A7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"A8"	0	0	0	0	0	0.00125192086757411	0.0156210209194246	0	0	0.2949381174639	0.2949381174639	0.0983127058213001	0.0983127058213001	0.18679414106047	0.00983127058213001
"B1"	0.0974429564772187	0.983632473911356	0.0269534121433433	0	0	0	0	0	0	0	0	0	0	0	0
"B2"	0.411146594700942	0.983632473938048	0.384479913227493	0	0	0	0	0	0	0	0	0	0	0	0
"B3"	0.190184207982879	0.502899746571038	0.209165764756672	0	0	0	0	0	0	0.0293250842068235	0.0293250842068235	0.00977502806894116	0.00977502806894116	0.0185725533309882	0.000977502806894116
"B4"	0.135867539772228	0	0	0	0	0	0	0	0	0.259239738068332	0.259239738068332	0.0864132460227772	0.0864132460227772	0.164185167443277	0.00864132460227772
"B5"	0.0296962951024307	0	0	0	0	0	0	0	0	0.291091111469271	0.291091111469271	0.0970303704897569	0.0970303704897569	0.184357703930538	0.00970303704897569
"B6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"B8"	0	0	0	0	0	0.178388104244804	0	0	0	0.246483568726559	0.246483568726559	0.0821611895755196	0.0821611895755196	0.156106260193487	0.00821611895755196
"C1"	0.483936928367893	0	0.189819999056857	0	0	0	0	0	0	0.00613712662657619	0.00613712662657619	0.0020457088755254	0.0020457088755254	0.00388684686349826	0.00020457088755254
"C2"	1.43646141550165e-06	0.190039488903586	0.756209574142671	0	0	0	0	0	0	0.0161248501476983	0.0161248501476983	0.00537495004923276	0.00537495004923276	0.0102124050935422	0.000537495004923276
"C3"	0.454287965749611	0.216100286211527	0	0	0	0	0	0	0	0.0988835244116588	0.0988835244116588	0.0329611748038863	0.0329611748038863	0.0626262321273839	0.00329611748038863
"C4"	0.352926552891066	0	0	0	0	0	0	0	0	0.19412203413268	0.19412203413268	0.0647073447108934	0.0647073447108934	0.122943954950697	0.00647073447108934
"C5"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C6"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C7"	0	0	0	0	0	0	0	0	0	0.3	0.3	0.1	0.1	0.19	0.01
"C8"	0.106054937740949	0	0	0	0	0	0	0	0	0.268183518677715	0.268183518677715	0.0893945062259051	0.0893945062259051	0.16984956182922	0.00893945062259051
